date,Cases,Death_Cases,Recovered_Cases,Confirmed,Deaths,Recovered,Country
2021-07-03,482,3.0,395.0,112130,745.0,108404.0,Uzbekistan
2021-07-04,467,2.0,360.0,112597,747.0,108764.0,Uzbekistan
2021-07-05,475,4.0,304.0,113072,751.0,109068.0,Uzbekistan
2021-07-06,496,3.0,281.0,113568,754.0,109349.0,Uzbekistan
2021-07-07,471,4.0,327.0,114039,758.0,109676.0,Uzbekistan
2021-07-08,490,2.0,365.0,114529,760.0,110041.0,Uzbekistan
2021-07-09,482,4.0,336.0,115011,764.0,110377.0,Uzbekistan
2021-07-10,467,3.0,382.0,115478,767.0,110759.0,Uzbekistan
2021-07-11,485,4.0,430.0,115963,771.0,111189.0,Uzbekistan
2021-07-12,458,3.0,325.0,116421,774.0,111514.0,Uzbekistan
2021-07-13,497,4.0,504.0,116918,778.0,112018.0,Uzbekistan
2021-07-14,491,3.0,528.0,117409,781.0,112546.0,Uzbekistan
2021-07-15,493,4.0,395.0,117902,785.0,112941.0,Uzbekistan
2021-07-16,478,4.0,320.0,118380,789.0,113261.0,Uzbekistan
2021-07-17,501,4.0,564.0,118881,793.0,113825.0,Uzbekistan
2021-07-18,507,3.0,478.0,119388,796.0,114303.0,Uzbekistan
2021-07-19,585,5.0,562.0,119973,801.0,114865.0,Uzbekistan
2021-07-20,658,4.0,649.0,120631,805.0,115514.0,Uzbekistan
2021-07-21,698,4.0,495.0,121329,809.0,116009.0,Uzbekistan
2021-07-22,719,5.0,746.0,122048,814.0,116755.0,Uzbekistan
2021-07-23,738,5.0,548.0,122786,819.0,117303.0,Uzbekistan
2021-07-24,773,7.0,659.0,123559,826.0,117962.0,Uzbekistan
2021-07-25,731,6.0,676.0,124290,832.0,118638.0,Uzbekistan
2021-07-26,705,7.0,811.0,124995,839.0,119449.0,Uzbekistan
2021-07-27,789,6.0,871.0,125784,845.0,120320.0,Uzbekistan
2021-07-28,843,8.0,825.0,126627,853.0,121145.0,Uzbekistan
2021-07-29,879,6.0,573.0,127506,859.0,121718.0,Uzbekistan
2021-07-30,897,7.0,650.0,128403,866.0,122368.0,Uzbekistan
2021-07-31,924,8.0,796.0,129327,874.0,123164.0,Uzbekistan
2021-08-01,889,6.0,831.0,130216,880.0,123995.0,Uzbekistan
